Knapsack,Capacity
272,291
273,324
274,455
275,458
276,436
277,405
278,495
279,299
280,204
281,397
282,368
283,463
284,452
285,106
286,450
287,223
288,171
289,359
290,372
291,325
292,416
293,127
294,384
295,131
296,329
297,437
298,247
299,459
300,180
301,492
302,64
303,442
304,91
305,224
306,62
307,250
308,478
309,80
310,269
311,375
312,148
313,486
314,310
315,328
316,412
317,137
318,123
319,360
320,75
321,267
322,347
323,285
324,366
325,241
326,485
327,307
328,330
329,263
330,156
331,467
332,270
333,127
334,163
335,94
336,399
337,282
338,254
339,462
340,72
341,234
342,212
343,210
344,464
345,473
346,200
347,295
348,359
349,484
350,432
351,328
352,359
353,320
354,173
355,222
356,489
357,486
358,145
359,480
360,381
361,258
362,91
363,96
364,109
365,434
366,88
367,424
368,407
369,390
370,249
371,62
372,495
373,342
374,438
375,198
376,278
377,144
378,237
379,303
380,448
381,256
382,278
383,405
384,263
385,78
386,292
387,218
388,377
389,363
390,82
391,175
392,385
393,448
394,83
395,420
396,251
397,239
398,372
399,374
400,88
401,498
402,263
403,72
404,466
405,222
406,398
407,328
408,139
409,97
410,163
411,341
412,430
413,132
414,167
415,62
416,95
417,350
418,337
419,432
420,356
421,251
422,194
423,121
424,311
425,269
426,71
427,103
428,237
429,217
430,386
431,381
432,107
433,212
434,478
435,335
436,412
437,71
438,118
439,335
440,112
441,260
442,157
443,124
444,343
445,157
446,170
447,334
448,214
449,273
450,81
451,408
452,360
453,433
454,384
455,395
456,285
457,322
458,234
459,65
460,193
461,451
462,500
463,487
464,59
465,61
466,456
467,394
468,251
469,315
470,431
471,441
472,408
473,302
474,190
475,416
476,179
477,98
478,384
479,409
480,332
481,421
482,95
483,499
484,84
485,201
486,74
487,319
488,461
489,67
490,337
491,453
492,144
493,85
494,326
495,79
496,318
497,68
498,167
499,123
500,465
501,335
502,184
503,311
504,210
505,91
506,116
507,127
508,286
509,136
510,190
511,173
512,462
513,434
514,382
515,217
516,386
517,110
518,499
519,84
520,58
521,75
522,66
523,455
524,77
525,379
526,317
527,446
528,375
529,126
530,328
531,402
532,360
533,270
534,461
535,311
536,53
537,197
538,446
539,412
540,143
541,368
542,139
543,302
544,421
545,108
546,84
547,481
548,77
549,214
550,166
551,469
552,412
553,326
554,207
555,297
556,226
557,490
558,325
559,106
560,56
561,326
562,335
563,166
564,412
565,266
566,168
567,269
568,464
569,423
570,71
571,77
572,447
573,275
574,236
575,84
576,431
577,237
578,120
579,73
580,486
581,201
582,196
583,62
584,257
585,176
586,56
587,475
588,135
589,81
590,105
591,202
592,323
593,209
594,153
595,234
596,175
597,447
598,241
599,356
600,340
601,425
602,229
603,245
604,357
605,275
606,125
607,480
608,191
609,486
610,251
611,72
612,418
613,151
614,480
615,193
616,66
617,361
618,82
619,305
620,299
621,87
622,215
623,54
624,237
625,87
626,209
627,285
628,236
629,65
630,492
631,97
632,145
633,317
634,303
635,495
636,172
637,318
638,157
639,202
640,105
641,176
642,418
643,341
644,196
645,274
646,424
647,55
648,202
649,450
650,62
651,488
652,288
653,273
654,259
655,62
656,479
657,163
658,166
659,309
660,202
661,152
662,404
663,120
664,479
665,225
666,225
667,433
668,340
669,478
670,350
671,426
672,50
673,74
674,207
675,212
676,116
677,392
678,262
679,149
680,70
681,197
682,96
683,124
684,363
685,380
686,412
687,110
688,149
689,225
690,211
691,185
692,96
693,128
694,452
695,319
696,413
697,153
698,221
699,424
700,55
701,289
702,456
703,464
704,66
705,63
706,201
707,357
708,97
709,164
710,408
711,81
712,237
713,395
714,126
715,116
716,353
717,415
718,473
719,170
720,92
721,494
722,458
723,326
724,117
725,394
726,111
727,317
728,491
729,382
730,324
731,219
732,293
733,463
734,252
735,75
736,90
737,148
738,376
739,205
740,217
741,193
742,352
743,77
744,232
745,440
746,338
747,400
748,274
749,104
750,265
751,257
752,193
753,422
754,129
755,212
756,470
757,308
758,479
759,491
760,469
761,60
762,481
763,64
764,413
765,378
766,118
767,307
768,263
769,64
770,477
771,474
772,404
773,498
774,246
775,148
776,261
777,387
778,130
779,94
780,118
781,113
782,128
783,149
784,144
785,318
786,151
787,183
788,68
789,191
790,115
791,447
792,468
793,137
794,172
795,249
796,468
797,390
798,102
799,153
800,122
