Knapsack,Capacity
478,443
479,453
480,374
481,157
482,263
483,94
484,126
485,315
486,91
487,105
488,329
489,283
490,188
491,374
492,460
493,369
494,335
495,480
496,107
497,62
498,310
499,99
500,358
501,346
502,84
503,217
504,281
505,134
506,186
507,175
508,173
509,216
510,325
511,86
512,497
513,218
514,188
515,256
516,118
517,392
518,266
519,408
520,494
521,68
522,390
523,473
524,105
525,365
526,317
527,321
528,267
529,479
530,329
531,385
532,259
533,147
534,489
535,243
536,159
537,158
538,312
539,339
540,443
541,456
542,95
543,248
544,390
545,305
546,258
547,256
548,214
549,438
550,325
551,412
552,467
553,335
554,240
555,90
556,435
557,84
558,203
559,419
560,224
561,292
562,148
563,491
564,473
565,351
566,147
567,134
568,456
569,124
570,92
571,128
572,449
573,138
574,374
575,222
576,243
577,289
578,159
579,96
580,221
581,189
582,240
583,112
584,339
585,246
586,139
587,205
588,177
589,175
590,187
591,239
592,194
593,171
594,472
595,184
596,128
597,69
598,66
599,282
600,277
601,488
602,78
603,366
604,363
605,219
606,348
607,254
608,99
609,424
610,387
611,63
612,350
613,326
614,303
615,121
616,378
617,323
618,228
619,64
620,302
621,415
622,177
623,167
624,391
625,480
626,489
627,423
628,169
629,327
630,440
631,83
632,285
633,321
634,443
635,257
636,318
637,404
638,75
639,79
640,230
641,78
642,434
643,192
644,259
645,53
646,482
647,367
648,313
649,427
650,458
651,424
652,418
653,444
654,475
655,172
656,493
657,174
658,191
659,496
660,331
661,326
662,236
663,205
664,334
665,174
666,448
667,198
668,164
669,135
670,494
671,287
672,425
673,336
674,86
675,202
676,51
677,487
678,87
679,441
680,328
681,78
682,174
683,341
684,235
685,199
686,56
687,54
688,398
689,271
690,289
691,346
692,204
693,442
694,249
695,152
696,154
697,222
698,82
699,343
700,206
701,468
702,228
703,472
704,160
705,77
706,392
707,232
708,385
709,149
710,489
711,384
712,281
713,181
714,368
715,302
716,445
717,124
718,490
719,287
720,210
721,181
722,111
723,103
724,471
725,474
726,340
727,72
728,168
729,110
730,396
731,477
732,470
733,377
734,421
735,294
736,297
737,117
738,451
739,114
740,387
741,365
742,444
743,201
744,293
745,276
746,421
747,80
748,379
749,259
750,441
751,146
752,287
753,228
754,483
755,297
756,421
757,79
758,167
759,104
760,285
761,155
762,125
763,192
764,98
765,473
766,88
767,386
768,466
769,186
770,99
771,252
772,489
773,127
774,151
775,145
776,287
777,362
778,280
779,325
780,464
781,174
782,368
783,452
784,323
785,222
786,395
787,116
788,98
789,121
790,446
791,145
792,168
793,308
794,87
795,296
796,197
797,238
798,371
799,185
800,203
801,242
802,346
803,73
804,140
805,105
806,122
807,160
808,277
809,304
810,387
811,393
812,418
813,333
814,280
815,412
816,63
817,436
818,123
819,399
820,196
821,199
822,169
823,163
824,373
825,314
826,447
827,168
828,147
829,59
830,337
831,63
832,359
833,52
834,332
835,259
836,278
837,444
838,232
839,53
840,434
841,226
842,214
843,116
844,92
845,157
846,314
847,426
848,93
849,317
850,165
851,456
852,297
853,389
854,297
855,439
856,84
857,79
858,308
859,145
860,452
861,294
862,243
863,348
864,317
865,196
866,268
867,320
868,87
869,497
870,305
871,206
872,327
873,276
874,379
875,353
876,387
877,460
878,139
879,426
880,247
881,448
882,178
883,468
884,72
885,404
886,391
887,294
888,371
889,184
890,318
891,66
892,135
893,234
894,84
895,89
896,225
897,70
898,195
899,285
900,111
