Knapsack,Capacity
403,257
404,250
405,399
406,296
407,317
408,182
409,281
410,275
411,340
412,496
413,168
414,234
415,331
416,275
417,294
418,155
419,261
420,99
421,409
422,199
423,313
424,226
425,109
426,74
427,428
428,220
429,488
430,315
431,151
432,272
433,142
434,318
435,79
436,419
437,193
438,410
439,456
440,489
441,419
442,439
443,88
444,69
445,255
446,388
447,417
448,61
449,160
450,150
451,219
452,152
453,80
454,277
455,283
456,181
457,200
458,216
459,341
460,296
461,289
462,263
463,112
464,109
465,67
466,256
467,368
468,283
469,320
470,115
471,299
472,129
473,405
474,386
475,156
476,397
477,388
478,412
479,443
480,415
481,339
482,436
483,316
484,369
485,73
486,231
487,225
488,247
489,409
490,309
491,442
492,394
493,402
494,464
495,413
496,407
497,422
498,113
499,302
500,299
501,120
502,224
503,365
504,326
505,105
506,145
507,308
508,166
509,181
510,470
511,319
512,298
513,212
514,100
515,361
516,142
517,280
518,449
519,73
520,439
521,158
522,366
523,167
524,225
525,206
526,106
527,440
528,408
529,227
530,245
531,428
532,438
533,411
534,469
535,480
536,338
537,477
538,393
539,472
540,196
541,250
542,402
543,399
544,302
545,422
546,479
547,157
548,383
549,335
550,52
551,433
552,327
553,148
554,436
555,468
556,323
557,187
558,114
559,100
560,418
561,258
562,328
563,247
564,201
565,468
566,120
567,147
568,50
569,111
570,111
571,436
572,413
573,492
574,177
575,290
576,308
577,58
578,382
579,204
580,102
581,154
582,312
583,374
584,403
585,338
586,369
587,488
588,144
589,335
590,500
591,141
592,333
593,304
594,474
595,425
596,460
597,138
598,318
599,50
600,162
601,408
602,209
603,419
604,64
605,490
606,90
607,155
608,219
609,198
610,380
611,470
612,265
613,156
614,377
615,208
616,452
617,229
618,150
619,364
620,449
621,322
622,224
623,359
624,201
625,89
626,217
627,63
628,67
629,182
630,297
631,288
632,272
633,316
634,50
635,365
636,245
637,449
638,384
639,222
640,242
641,198
642,189
643,126
644,100
645,499
646,109
647,142
648,239
649,101
650,291
651,268
652,92
653,496
654,379
655,164
656,160
657,258
658,125
659,206
660,227
661,196
662,131
663,429
664,279
665,397
666,78
667,127
668,65
669,486
670,441
671,498
672,175
673,451
674,53
675,388
676,367
677,217
678,433
679,103
680,264
681,112
682,144
683,477
684,176
685,257
686,351
687,468
688,113
689,147
690,172
691,203
692,253
693,187
694,158
695,289
696,416
697,260
698,436
699,406
700,457
701,294
702,194
703,347
704,192
705,333
706,86
707,369
708,466
709,277
710,132
711,305
712,202
713,60
714,485
715,194
716,107
717,388
718,294
719,151
720,330
721,284
722,50
723,288
724,456
725,143
726,167
727,231
728,462
729,51
730,400
731,186
732,457
733,138
734,447
735,61
736,335
737,226
738,254
739,404
740,160
741,265
742,112
743,412
744,353
745,176
746,57
747,491
748,61
749,370
750,229
751,338
752,151
753,240
754,85
755,186
756,263
757,255
758,309
759,75
760,297
761,171
762,362
763,351
764,455
765,282
766,217
767,276
768,242
769,432
770,377
771,68
772,212
773,87
774,324
775,254
776,306
777,246
778,322
779,189
780,324
781,170
782,380
783,454
784,434
785,448
786,84
787,210
788,267
789,465
790,303
791,325
792,227
793,249
794,235
795,65
796,64
797,179
798,301
799,215
800,337
801,316
802,469
803,271
804,283
805,61
806,184
807,161
808,65
809,429
810,463
811,291
812,95
813,280
814,237
815,124
816,147
817,460
818,338
819,424
820,142
821,114
822,243
823,377
824,219
825,200
826,378
827,406
828,72
829,398
830,433
831,137
832,68
833,103
834,244
835,277
836,418
837,277
838,102
839,102
840,68
841,105
842,109
843,373
844,395
845,322
846,386
847,188
848,137
849,284
850,315
851,489
852,110
853,388
854,303
855,495
856,98
857,490
858,333
859,496
860,164
861,157
862,230
863,469
864,427
865,80
866,382
867,386
868,468
869,453
870,275
871,472
872,117
873,448
874,488
875,83
876,491
877,376
878,494
879,301
880,465
881,480
882,356
883,186
884,480
885,462
886,394
887,120
888,302
889,389
890,165
891,221
892,199
893,162
894,126
895,93
896,420
897,168
898,441
899,184
900,167
901,306
902,255
903,166
904,362
905,62
906,368
907,227
908,120
909,93
910,105
911,295
912,444
913,358
914,326
915,215
916,192
917,132
918,301
919,120
920,275
921,79
922,161
923,434
924,143
925,497
926,243
927,145
928,291
929,186
930,136
931,355
932,201
933,334
934,203
935,237
936,396
937,180
938,481
939,51
940,306
941,293
942,233
943,278
944,103
945,102
946,309
947,161
948,337
949,438
950,215
951,230
952,61
953,476
954,63
955,418
956,55
957,246
958,333
959,247
960,436
961,153
962,165
963,377
964,371
965,462
966,159
967,448
968,182
969,500
970,99
971,119
972,299
973,200
974,237
975,474
976,147
977,355
978,332
979,173
980,176
981,163
982,418
983,437
984,54
985,215
986,374
987,320
988,413
989,375
990,346
991,350
992,241
993,249
994,233
995,121
996,450
997,120
998,401
999,303
1000,291
