Knapsack,Capacity
260,435
261,267
262,500
263,275
264,291
265,315
266,499
267,209
268,468
269,411
270,204
271,485
272,450
273,338
274,318
275,470
276,67
277,255
278,240
279,202
280,325
281,414
282,389
283,305
284,117
285,316
286,436
287,193
288,326
289,330
290,68
291,76
292,434
293,79
294,355
295,197
296,474
297,58
298,406
299,352
300,176
301,121
302,139
303,339
304,481
305,427
306,411
307,472
308,257
309,488
310,118
311,464
312,174
313,71
314,188
315,388
316,432
317,167
318,102
319,140
320,337
321,229
322,161
323,224
324,212
325,290
326,294
327,259
328,136
329,335
330,478
331,231
332,67
333,208
334,348
335,162
336,489
337,461
338,89
339,487
340,253
341,369
342,351
343,173
344,306
345,84
346,444
347,498
348,327
349,235
350,400
351,138
352,403
353,419
354,392
355,196
356,318
357,271
358,318
359,494
360,270
361,308
362,471
363,343
364,403
365,355
366,178
367,67
368,78
369,440
370,232
371,420
372,58
373,406
374,218
375,122
376,361
377,240
378,321
379,311
380,81
381,474
382,211
383,255
384,109
385,498
386,324
387,478
388,81
389,246
390,113
391,484
392,201
393,469
394,308
395,54
396,217
397,234
398,282
399,364
400,237
401,368
402,62
403,429
404,158
405,106
406,58
407,430
408,116
409,468
410,57
411,164
412,160
413,262
414,239
415,191
416,78
417,80
418,356
419,448
420,301
421,151
422,246
423,442
424,422
425,404
426,161
427,445
428,126
429,186
430,136
431,92
432,388
433,242
434,187
435,481
436,384
437,248
438,451
439,204
440,87
441,439
442,245
443,383
444,440
445,88
446,394
447,147
448,147
449,163
450,82
451,315
452,266
453,263
454,206
455,212
456,401
457,366
458,163
459,373
460,298
461,477
462,230
463,153
464,127
465,218
466,54
467,157
468,340
469,321
470,333
471,78
472,60
473,111
474,190
475,174
476,183
477,412
478,424
479,279
480,131
481,397
482,227
483,332
484,161
485,101
486,291
487,121
488,136
489,258
490,384
491,183
492,62
493,131
494,194
495,443
496,129
497,376
498,401
499,431
500,486
501,232
502,113
503,446
504,167
505,62
506,284
507,218
508,239
509,245
510,492
511,312
512,446
513,134
514,191
515,209
516,284
517,260
518,260
519,273
520,336
521,461
522,265
523,107
524,484
525,263
526,66
527,318
528,397
529,255
530,435
531,55
532,315
533,462
534,487
535,432
536,338
537,253
538,215
539,95
540,280
541,459
542,470
543,226
544,178
545,200
546,122
547,210
548,418
549,109
550,251
551,325
552,296
553,392
554,496
555,167
556,102
557,294
558,116
559,166
560,67
561,108
562,358
563,351
564,61
565,159
566,147
567,377
568,360
569,154
570,359
571,308
572,259
573,240
574,221
575,114
576,54
577,96
578,187
579,166
580,95
581,182
582,118
583,317
584,497
585,140
586,226
587,409
588,305
589,77
590,279
591,206
592,477
593,183
594,319
595,138
596,391
597,335
598,67
599,110
600,208
601,359
602,123
603,286
604,210
605,375
606,452
607,267
608,400
609,161
610,299
611,101
612,341
613,112
614,424
615,176
616,163
617,95
618,473
619,140
620,131
621,112
622,258
623,159
624,127
625,322
626,424
627,435
628,453
629,118
630,78
631,353
632,194
633,386
634,231
635,316
636,483
637,469
638,248
639,144
640,209
641,57
642,293
643,224
644,475
645,384
646,177
647,140
648,77
649,68
650,60
651,110
652,133
653,79
654,483
655,86
656,474
657,125
658,140
659,465
660,283
661,89
662,100
663,237
664,51
665,387
666,183
667,482
668,98
669,294
670,350
671,477
672,150
673,80
674,383
675,376
676,66
677,270
678,425
679,443
680,388
681,499
682,281
683,342
684,110
685,495
686,210
687,66
688,118
689,224
690,476
691,65
692,64
693,165
694,51
695,87
696,136
697,280
698,119
699,150
700,138
