Knapsack,Capacity
683,496
684,406
685,256
686,81
687,148
688,273
689,460
690,226
691,60
692,141
693,188
694,413
695,85
696,245
697,316
698,118
699,193
700,351
701,357
702,305
703,99
704,105
705,439
706,232
707,407
708,182
709,126
710,265
711,485
712,130
713,59
714,284
715,432
716,130
717,229
718,236
719,269
720,417
721,162
722,274
723,381
724,217
725,460
726,199
727,206
728,129
729,148
730,404
731,202
732,225
733,256
734,359
735,337
736,341
737,292
738,251
739,170
740,171
741,207
742,465
743,248
744,50
745,196
746,428
747,185
748,222
749,154
750,246
751,355
752,385
753,92
754,267
755,428
756,66
757,205
758,227
759,185
760,83
761,270
762,55
763,292
764,411
765,53
766,351
767,254
768,358
769,492
770,286
771,87
772,471
773,487
774,249
775,70
776,89
777,342
778,312
779,331
780,477
781,478
782,325
783,333
784,151
785,127
786,299
787,279
788,429
789,129
790,322
791,76
792,360
793,473
794,231
795,122
796,261
797,435
798,195
799,188
800,112
801,354
802,497
803,201
804,252
805,273
806,111
807,297
808,478
809,81
810,308
811,110
812,200
813,478
814,419
815,443
816,368
817,140
818,184
819,491
820,472
821,246
822,130
823,484
824,172
825,53
826,209
827,115
828,295
829,290
830,422
831,289
832,429
833,102
834,68
835,137
836,378
837,118
838,353
839,151
840,114
841,495
842,72
843,349
844,325
845,402
846,384
847,154
848,293
849,225
850,198
851,483
852,343
853,463
854,482
855,55
856,91
857,90
858,371
859,470
860,271
861,117
862,158
863,458
864,387
865,454
866,106
867,390
868,68
869,244
870,93
871,216
872,63
873,370
874,166
875,371
876,285
877,105
878,197
879,388
880,263
881,357
882,98
883,414
884,458
885,453
886,390
887,371
888,339
889,409
890,344
891,216
892,463
893,402
894,368
895,281
896,239
897,205
898,179
899,390
900,495
901,311
902,435
903,235
904,345
905,215
906,489
907,171
908,91
909,276
910,71
911,425
912,371
913,466
914,203
915,334
916,310
917,303
918,398
919,155
920,144
921,358
922,366
923,118
924,252
925,76
926,108
927,182
928,326
929,156
930,94
931,380
932,147
933,80
934,197
935,207
936,420
937,76
938,110
939,492
940,404
941,478
942,128
943,383
944,325
945,132
946,221
947,246
948,427
949,173
950,169
951,412
952,171
953,306
954,172
955,274
956,347
957,416
958,201
959,312
960,447
961,280
962,153
963,200
964,479
965,150
966,362
967,80
968,66
969,244
970,380
971,477
972,265
973,370
974,78
975,146
976,494
977,186
978,98
979,275
980,109
981,206
982,89
983,316
984,71
985,155
986,252
987,143
988,426
989,457
990,477
991,57
992,280
993,423
994,111
995,496
996,331
997,186
998,122
999,281
1000,389
