Knapsack,Capacity
452,436
453,168
454,342
455,305
456,139
457,310
458,176
459,122
460,320
461,285
462,215
463,323
464,272
465,85
466,309
467,431
468,290
469,143
470,256
471,280
472,283
473,50
474,247
475,164
476,394
477,59
478,350
479,214
480,292
481,350
482,79
483,442
484,291
485,70
486,242
487,396
488,234
489,143
490,95
491,478
492,475
493,273
494,210
495,472
496,148
497,338
498,268
499,217
500,191
501,59
502,82
503,448
504,102
505,464
506,378
507,85
508,92
509,72
510,496
511,162
512,373
513,475
514,430
515,190
516,333
517,300
518,224
519,402
520,456
521,112
522,415
523,481
524,235
525,212
526,263
527,116
528,453
529,495
530,381
531,380
532,485
533,254
534,461
535,269
536,432
537,136
538,387
539,338
540,87
541,377
542,246
543,221
544,388
545,182
546,496
547,104
548,483
549,145
550,149
551,150
552,232
553,404
554,195
555,196
556,116
557,321
558,429
559,472
560,223
561,356
562,398
563,261
564,380
565,433
566,139
567,148
568,91
569,159
570,460
571,194
572,304
573,274
574,60
575,222
576,447
577,376
578,123
579,106
580,177
581,121
582,241
583,469
584,173
585,81
586,143
587,314
588,441
589,135
590,113
591,349
592,85
593,437
594,418
595,316
596,304
597,425
598,74
599,199
600,141
601,165
602,375
603,434
604,101
605,200
606,480
607,246
608,84
609,423
610,360
611,250
612,236
613,104
614,136
615,276
616,358
617,356
618,131
619,431
620,264
621,434
622,346
623,295
624,377
625,55
626,315
627,417
628,73
629,129
630,333
631,156
632,107
633,191
634,361
635,194
636,236
637,142
638,279
639,233
640,428
641,52
642,249
643,181
644,293
645,459
646,386
647,185
648,255
649,309
650,432
651,193
652,197
653,466
654,159
655,53
656,98
657,246
658,130
659,438
660,51
661,500
662,209
663,317
664,427
665,468
666,225
667,139
668,54
669,467
670,428
671,120
672,281
673,217
674,355
675,445
676,400
677,353
678,156
679,284
680,86
681,177
682,488
683,280
684,260
685,342
686,334
687,184
688,473
689,367
690,282
691,217
692,210
693,326
694,287
695,142
696,55
697,366
698,258
699,143
700,434
701,441
702,237
703,99
704,74
705,361
706,381
707,482
708,185
709,94
710,103
711,118
712,362
713,140
714,483
715,189
716,108
717,406
718,384
719,206
720,107
721,343
722,443
723,499
724,463
725,211
726,85
727,294
728,346
729,194
730,279
731,141
732,142
733,54
734,400
735,136
736,134
737,343
738,284
739,231
740,64
741,498
742,277
743,449
744,230
745,322
746,240
747,140
748,284
749,217
750,339
