Knapsack,Capacity
472,73
473,137
474,92
475,495
476,251
477,284
478,372
479,470
480,237
481,289
482,419
483,377
484,279
485,448
486,291
487,216
488,372
489,405
490,316
491,59
492,128
493,110
494,66
495,314
496,157
497,496
498,444
499,128
500,488
501,486
502,68
503,55
504,413
505,59
506,270
507,377
508,425
509,193
510,103
511,242
512,385
513,474
514,130
515,214
516,166
517,422
518,119
519,114
520,341
521,351
522,357
523,225
524,356
525,242
526,313
527,378
528,193
529,426
530,343
531,372
532,178
533,500
534,133
535,299
536,400
537,376
538,364
539,264
540,260
541,152
542,76
543,172
544,465
545,477
546,104
547,223
548,62
549,487
550,353
551,343
552,472
553,409
554,265
555,280
556,375
557,240
558,353
559,353
560,390
561,170
562,104
563,198
564,477
565,287
566,361
567,226
568,127
569,155
570,285
571,399
572,214
573,123
574,53
575,94
576,492
577,152
578,384
579,56
580,432
581,194
582,459
583,442
584,364
585,244
586,493
587,174
588,172
589,171
590,99
591,351
592,456
593,362
594,495
595,149
596,384
597,184
598,388
599,393
600,387
601,86
602,330
603,142
604,461
605,56
606,125
607,87
608,176
609,183
610,381
611,486
612,226
613,101
614,92
615,200
616,392
617,263
618,370
619,97
620,151
621,204
622,497
623,408
624,148
625,309
626,68
627,74
628,410
629,191
630,335
631,226
632,415
633,191
634,277
635,185
636,309
637,377
638,70
639,304
640,397
641,216
642,425
643,334
644,263
645,196
646,343
647,77
648,427
649,456
650,323
651,115
652,243
653,389
654,414
655,442
656,359
657,167
658,433
659,407
660,497
661,406
662,495
663,500
664,317
665,445
666,431
667,223
668,394
669,152
670,160
671,218
672,251
673,275
674,189
675,444
676,227
677,356
678,151
679,359
680,87
681,153
682,320
683,98
684,269
685,249
686,290
687,175
688,410
689,117
690,343
691,64
692,437
693,481
694,163
695,228
696,274
697,405
698,207
699,159
700,397
701,240
702,309
703,459
704,82
705,366
706,432
707,430
708,339
709,147
710,323
711,477
712,50
713,184
714,441
715,350
716,438
717,265
718,364
719,108
720,427
721,408
722,295
723,250
724,200
725,269
726,146
727,258
728,236
729,211
730,191
731,59
732,186
733,108
734,348
735,148
736,367
737,311
738,155
739,83
740,267
741,180
742,453
743,373
744,203
745,200
746,135
747,388
748,243
749,345
750,435
751,493
752,52
753,140
754,336
755,290
756,349
757,360
758,221
759,281
760,188
761,364
762,231
763,355
764,146
765,251
766,93
767,128
768,354
769,356
770,240
771,380
772,207
773,138
774,223
775,377
776,220
777,70
778,328
779,56
780,323
781,65
782,132
783,358
784,115
785,468
786,297
787,188
788,468
789,143
790,208
791,380
792,334
793,109
794,85
795,391
796,483
797,369
798,480
799,465
800,188
801,55
802,399
803,394
804,195
805,153
806,113
807,221
808,415
809,289
810,481
811,148
812,162
813,365
814,299
815,78
816,242
817,436
818,66
819,306
820,303
821,340
822,438
823,496
824,484
825,93
826,79
827,394
828,488
829,112
830,161
831,85
832,312
833,175
834,290
835,303
836,356
837,117
838,193
839,288
840,484
841,261
842,336
843,52
844,100
845,288
846,306
847,51
848,487
849,75
850,232
851,297
852,359
853,184
854,312
855,87
856,160
857,423
858,300
859,70
860,162
861,218
862,236
863,411
864,335
865,353
866,292
867,259
868,294
869,360
870,328
871,407
872,182
873,331
874,261
875,199
876,480
877,244
878,155
879,483
880,270
881,310
882,472
883,313
884,285
885,387
886,493
887,94
888,372
889,343
890,462
891,431
892,260
893,283
894,407
895,477
896,429
897,219
898,390
899,312
900,235
